,NOROESTE,NOROESTE,NOROESTE,NOROESTE,NOROESTE,NOROESTE,NOROESTE,NOROESTE,NOROESTE,NOROESTE
,O3,PM10,PM2.5,PRS,RAINF,RH,SR,TOUT,WSR,WDV
,ppb,ug/m3,ug/m3,mmhg,mm/hr,%,Kw/m2,degC,KMPH,DEG
23-ene-15,13,18,5,717,0,92,0,7.58,2.5,160
23-ene-15,17,20,6,717.3,0,89,0,7.73,3.1,232
23-ene-15,17,18,5,717.8,0,76,0,7.89,8.7,300
23-ene-15,10,21,5,718.6,0,73,0.044,8.47,6.8,299
23-ene-15,15,60,10,719.2,0,66,0.246,10.76,9.1,169
23-ene-15,26,53,13,717.4,0,54,0.322,13.77,9.5,83
23-ene-15,24,46,14,718,0,56,0.105,12.83,7.7,84
23-ene-15,20,31,12,718.5,0,59,0.005,11.39,10.5,83
23-ene-15,10,51,13,719.7,0,62,0,9.78,10.3,125
23-ene-15,9,54,15,720,0,64,0,9.24,7.8,140
23-ene-15,6,54,9,720.3,0,65,0,8.76,6.1,170
23-ene-15,4,51,14,720.5,0,65,0,8.5,3.3,164
24-ene-15,3,55,21,720.3,0,67,0,8.01,1,123
24-ene-15,3,68,20,720.3,0,70,0,7.54,1.9,272
24-ene-15,3,88,22,720.2,0,73,0,7.38,6,325
24-ene-15,2,137,49,720,0,75,0,6.49,5.3,304
24-ene-15,2,84,19,720,0,79,0,5.26,5.3,293
24-ene-15,2,58,26,720.2,0,82,0,4.67,4.4,312
24-ene-15,2,60,15,720.3,0,82,0,4.71,4.3,302
24-ene-15,3,85,18,720.6,0,82,0.005,4.73,4.4,304
24-ene-15,4,110,24,721,0,81,0.06,5.18,5.5,318
24-ene-15,7,155,31,721.3,0,76,0.223,6.99,4.8,312
24-ene-15,11,185,31,721.3,0,67,0.423,10.94,1.7,239
24-ene-15,15,164,28,720.8,0,59,0.357,12.76,4.4,243
24-ene-15,23,146,33,720,0,53,0.275,12.93,3.4,260
24-ene-15,29,91,15,718.9,0,49,0.297,14.78,3.6,211
24-ene-15,30,87,30,717.8,0,45,0.305,14.62,4.4,132
24-ene-15,22,107,32,717.4,0,45,0.158,14.5,3.9,115
24-ene-15,16,130,41,717.1,0,46,0.074,14.12,4.9,133
24-ene-15,12,139,38,717,0,49,0.038,14.02,3.8,124
24-ene-15,9,146,49,717,0,53,0.003,13.49,4.9,103
24-ene-15,9,170,43,717.1,0,60,0,12.73,2.7,142
24-ene-15,4,132,57,717,0,55,0,12.45,2.8,327
24-ene-15,4,300,77,716.9,0,58,0,11.74,0.9,307
24-ene-15,4,360,125,716.8,0,68,0,11.19,4.3,317
24-ene-15,4,374,79,716.8,0,67,0.001,10.84,4.1,323
25-ene-15,4,233,71,716.4,0,70,0.001,10.31,3.6,308
25-ene-15,3,262,81,716.2,0,73,0,9.72,5,317
25-ene-15,3,248,57,716,0,71,0,9.86,5.9,325
25-ene-15,3,178,51,715.9,0,71,0,9.47,3.2,297
25-ene-15,3,176,60,715.4,0,75,0,8.53,1.8,271
25-ene-15,3,187,61,715.2,0,72,0,9.21,4.6,315
25-ene-15,3,189,42,715.2,0,66,0,9.97,7.1,294
25-ene-15,8,132,20,715.3,0,58,0.005,10.97,9.1,303
25-ene-15,14,73,6,715.5,0,51,0.083,12.52,8.9,312
25-ene-15,11,50,7,716.9,0,46,0.106,14.34,5.5,282
25-ene-15,13,61,7,717.2,0,44,0.221,15.67,2.7,243
25-ene-15,23,69,7,716.8,0,39,0.363,17.61,7.3,277
25-ene-15,39,67,9,715.6,0,29,0.551,21.25,7.3,224
25-ene-15,38,61,19,715.6,0,29,0.336,22.18,6.8,197
25-ene-15,26,96,33,715.7,0,28,0.142,21.58,6.9,189
25-ene-15,28,90,25,716,0,28,0.057,20.17,14,86
25-ene-15,20,104,8,716.9,0,28,0.003,18.71,9.1,130
25-ene-15,14,73,22,718,0,32,0,17.42,9.1,155
25-ene-15,16,65,13,718.7,0,29,0,17,5.2,154
25-ene-15,4,59,22,719.1,0,33,0,16.06,1,98
25-ene-15,3,119,42,719.2,0,37,0,15.81,3.6,277
25-ene-15,2,194,27,719.4,0,38,0.001,15.43,3,289
26-ene-15,2,108,25,719.5,0,43,0.001,14.5,1,299
26-ene-15,3,137,32,719.5,0,47,0,14.09,1.1,152
26-ene-15,3,155,40,719.4,0,47,0,14.07,0.9,190
26-ene-15,2,122,16,719.3,0,47,0,14.05,2.2,314
26-ene-15,2,84,15,719.2,0,49,0,13.32,1,236
26-ene-15,3,85,18,719.2,0,53,0,13.16,1.2,288
26-ene-15,3,152,27,719.5,0,57,0,12.82,1.1,293
26-ene-15,3,246,45,719.9,0,58,0.007,12.6,1.6,294
26-ene-15,4,409,45,720.3,0,56,0.094,13.69,1,151
26-ene-15,6,461,33,720.6,0,42,0.206,16.74,1.7,134
26-ene-15,14,253,25,720.8,0,32,0.407,19.96,3.3,170
26-ene-15,29,126,15,720.5,0,29,0.476,19.87,5.8,179
26-ene-15,33,70,26,719.8,0,29,0.345,19.5,7.2,124
26-ene-15,45,98,19,718.8,0,28,0.367,20.31,7.5,94
26-ene-15,52,92,21,718.1,0,29,0.431,20.41,9.5,83
26-ene-15,48,69,14,717.8,0,30,0.203,20.23,9.9,94
26-ene-15,43,65,12,717.7,0,30,0.196,20.28,10.2,105
26-ene-15,35,64,16,718,0,34,0.082,19.62,9.1,71
26-ene-15,24,75,9,718.1,0,36,0.004,19.02,4.8,101
26-ene-15,16,94,18,718.5,0,37,0,18.61,8.8,108
26-ene-15,23,76,16,718.7,0,38,0,18.16,10.4,102
26-ene-15,29,74,11,718.8,0,35,0,17.81,8.9,106
26-ene-15,25,56,14,718.8,0,38,0,17.4,4.9,125
26-ene-15,18,52,10,718.7,0,40,0,16.63,3,153
27-ene-15,3,71,22,718.7,0,46,0,15.63,2.1,309
27-ene-15,3,155,19,718.6,0,49,0,15.11,2.9,317
27-ene-15,3,191,21,718.2,0,51,0,14.87,0.9,314
27-ene-15,4,190,21,718,0,49,0,15.02,1.9,318
27-ene-15,2,143,10,717.9,0,53,0,14.4,1.2,242
27-ene-15,2,120,18,717.9,0,56,0,14.5,3.7,325
27-ene-15,2,156,36,718,0,63,0,13.48,4.5,304
27-ene-15,3,295,26,718.4,0,58,0.006,13.85,4.6,329
27-ene-15,7,225,23,718.7,0,50,0.1,15.84,7.3,330
27-ene-15,12,168,23,718.9,0,47,0.266,17.26,7,314
27-ene-15,25,169,21,718.9,0,41,0.427,20.52,3.6,281
27-ene-15,37,132,35,718.8,0,36,0.549,22.7,3.9,245
27-ene-15,56,130,27,718.3,0,28,0.256,24.37,4.6,226
27-ene-15,66,97,21,717.5,0,23,0.573,25.02,5.2,141
27-ene-15,63,78,16,716.9,0,18,0.595,26.04,4.6,157
27-ene-15,56,64,13,716.5,0,17,0.493,25.73,8.4,107
27-ene-15,68,49,15,716.3,0,22,0.329,25.45,9.1,114
27-ene-15,73,98,32,716.3,0,27,0.12,24.31,12.5,108
27-ene-15,55,119,26,716.5,0,31,0.005,22.71,14.6,103
27-ene-15,41,123,29,716.8,0,34,0,21.75,13.3,107
27-ene-15,39,87,15,717,0,34,0,21.14,9.1,113
27-ene-15,25,91,32,717.4,0,37,0,20.43,5,118
27-ene-15,6,103,39,717.4,0,43,0,18.58,3.8,272
27-ene-15,3,274,49,717.2,0,47,0,17.49,0.9,292
28-ene-15,3,247,47,717,0,51,0,16.62,2.9,310
28-ene-15,5,227,38,716.7,0,52,0,16.19,5.3,326
28-ene-15,10,143,32,716.4,0,51,0,16.25,1.8,320
28-ene-15,10,144,30,716.2,0,54,0,15.59,5.8,329
28-ene-15,2,234,38,716.1,0,60,0,14.07,1.5,310
28-ene-15,2,225,46,716.1,0,60,0,14.3,0.9,313
28-ene-15,3,253,48,716.3,0,61,0,14.06,1.9,303
28-ene-15,3,283,42,716.6,0,59,0.007,14.38,5.9,320
28-ene-15,5,182,31,716.7,0,55,0.108,15.97,2.7,305
28-ene-15,9,232,44,717.1,0,49,0.233,19.53,1.3,288
28-ene-15,21,320,60,717.2,0,41,0.425,22.26,0.9,180
28-ene-15,43,260,48,717,0,36,0.457,25.1,0.9,166
28-ene-15,54,176,43,716.4,0,33,0.286,24.72,3.5,151
28-ene-15,58,142,28,715.6,0,32,0.436,24.56,9.6,113
28-ene-15,68,126,29,715.2,0,33,0.305,23.97,9.7,100
28-ene-15,72,118,20,715,0,35,0.396,24.25,11.2,105
28-ene-15,55,91,23,714.8,0,38,0.236,23.91,15.1,103
28-ene-15,40,117,11,714.8,0,36,0.104,23.34,15.4,101
28-ene-15,33,91,16,714.9,0,40,0.008,22.09,13.9,90
28-ene-15,22,85,12,715,0,41,0,21.34,10.1,115
28-ene-15,6,92,22,715.3,0,45,0,19.9,1,203
28-ene-15,3,168,49,715.5,0,49,0,18.78,3.6,294
28-ene-15,3,314,59,715.6,0,51,0.001,18.09,2.5,283
28-ene-15,3,321,53,715.6,0,56,0,17.22,1.1,310
29-ene-15,2,375,74,715.5,0,60,0,15.99,6.1,307
29-ene-15,2,298,36,715.6,0,63,0,14.6,4.7,295
29-ene-15,2,130,21,715.5,0,65,0,13.97,4.5,315
29-ene-15,2,71,34,715.3,0,69,0,13.7,4.3,317
29-ene-15,2,104,40,715.2,0,71,0,12.99,0.9,234
29-ene-15,2,100,20,715.3,0,73,0,12.46,0.9,297
29-ene-15,2,110,26,715.7,0,74,0,12.4,2.4,319
29-ene-15,2,126,26,716.4,0,74,0.006,12.21,5.2,321
29-ene-15,3,162,21,716.9,0,70,0.103,13.76,6.8,313
29-ene-15,9,219,11,717,0,55,0.27,20.04,1.5,202
29-ene-15,19,140,26,717.2,0,46,0.431,23.18,1.5,195
29-ene-15,34,139,27,717,0,44,0.552,23.78,3.7,144
29-ene-15,52,158,25,716.6,0,42,0.28,24.19,4.3,147
29-ene-15,56,114,32,715.9,0,42,0.585,24.33,9.6,130
29-ene-15,59,118,21,715.5,0,41,0.606,24.42,10.9,119
29-ene-15,47,101,16,715.3,0,38,0.497,24.77,11.8,97
29-ene-15,45,72,13,715.6,0,39,0.244,24.29,12.9,98
29-ene-15,46,76,28,716.1,0,46,0.141,23.58,12.8,104
29-ene-15,45,99,45,716.7,0,51,0.007,22.31,13.5,101
29-ene-15,26,112,30,717.4,0,56,0,21.35,14.5,94
29-ene-15,19,117,16,718,0,56,0,20.58,15.5,93
29-ene-15,26,86,16,718.7,0,54,0,20.58,14.2,90
29-ene-15,18,60,12,719,0,55,0,20.2,10.1,114
29-ene-15,22,54,22,719.2,0,73,0,17.84,13.8,103
30-ene-15,19,78,13,719.2,0,78,0,17.19,9.1,168
30-ene-15,21,47,16,719.4,0,84,0,16.5,10.3,144
30-ene-15,19,59,22,719.3,0,86,0,16.43,7.6,136
30-ene-15,23,66,18,719.4,0,87,0,16.2,6.5,103
30-ene-15,26,44,16,719.2,0,88,0,16.12,6.4,115
30-ene-15,28,35,7,719.1,0,85,0,16.39,9.8,109
30-ene-15,25,25,7,719.3,0,85,0,16.36,10.7,89
30-ene-15,22,47,15,719.6,0,88,0.003,15.92,12.6,94
30-ene-15,21,47,10,719.9,0,90,0.02,15.58,11.6,81
30-ene-15,15,29,12,720,0,90,0.079,15.57,11.3,85
30-ene-15,20,44,16,719.8,0,86,0.19,16.41,13.2,102
30-ene-15,28,65,18,719.3,0,79,0.382,17.52,16.4,94
30-ene-15,29,86,18,718.6,0,75,0.337,18.34,16.7,99
30-ene-15,28,65,20,717.6,0,74,0.32,18.63,18.2,95
30-ene-15,26,73,24,716.8,0,76,0.226,18.65,15.8,84
30-ene-15,23,66,19,716.3,0,77,0.041,18.26,17.2,81
30-ene-15,20,66,28,716.4,0,86,0.025,16.65,15.6,92
30-ene-15,19,51,13,716.3,0.02,88,0.008,16.47,14,94
30-ene-15,24,40,11,716.2,0.05,88,0,16.35,18.2,93
30-ene-15,25,43,13,716.2,0.1,90,0.001,16,19.4,94
30-ene-15,26,61,16,716.5,0.01,89,0,16.05,18.9,91
30-ene-15,24,40,12,716.3,0.01,89,0,15.87,16.1,88
30-ene-15,24,26,12,716,0.02,92,0,15.53,22.8,99
30-ene-15,24,45,13,715.5,0.02,92,0,15.48,23.4,105
31-ene-15,24,35,7,714.8,0,91,0,15.36,22.3,109
31-ene-15,24,39,12,713.7,0,89,0,14.98,16.1,98
31-ene-15,23,46,14,713.1,0,90,0,14.67,10.5,98
31-ene-15,20,36,16,713.2,0,91,0,14.56,9.1,91
31-ene-15,15,31,14,713.7,0,92,0.001,14.39,4.4,99
31-ene-15,7,41,22,713.9,0,92,0.014,14.55,3.7,191
31-ene-15,6,49,16,713.9,0,92,0.057,15.02,4,141
31-ene-15,7,43,17,713.8,0,91,0.052,15.01,4.6,132
31-ene-15,14,51,12,713.4,0,89,0.128,15.63,6.1,98
31-ene-15,17,46,16,712.9,0,85,0.113,16.1,4.9,177
31-ene-15,14,44,17,712.4,0,84,0.126,16.37,6.3,274
31-ene-15,16,59,21,711.8,0,81,0.161,17.12,6.4,204
31-ene-15,11,70,27,711.7,0,82,0.078,16.73,7.8,291
31-ene-15,6,86,41,712,0.19,87,0.048,15.76,4.4,245
31-ene-15,6,77,40,711.6,0.03,90,0.028,15.57,4.7,125
31-ene-15,4,81,38,711.3,0,91,0.015,15.26,2.7,145
31-ene-15,3,86,56,711.4,0,90,0.001,15.66,6.4,129
31-ene-15,4,85,45,711.5,0,88,0,15.64,4.5,148
31-ene-15,4,111,71,711.7,0.01,90,0,15.41,4.7,235
31-ene-15,3,122,59,711.6,0.01,92,0,14.95,2.8,247
31-ene-15,3,96,56,711.5,0,93,0,14.85,5,247
01-feb-15,6,35,5,713.9,0.01,81,0.001,17.34,6.5,291
01-feb-15,6,39,20,714.3,0,82,0,17.06,5,188
01-feb-15,4,43,8,714.8,0,79,0,17.52,7.9,229
01-feb-15,6,41,15,715.3,0,81,0,17.44,6.2,237
01-feb-15,26,40,11,715.9,0.02,72,0,16.6,10.2,138
02-feb-15,12,18,7,716.6,0.03,78,0,15.13,4,196
02-feb-15,12,21,8,716.9,0.02,86,0,14.64,4.5,120
02-feb-15,14,23,15,720.6,0.12,85,0.066,6.69,6.5,325
02-feb-15,16,27,11,719.9,0.08,77,0.072,6.39,5.2,317
02-feb-15,25,24,8,719.5,0.03,78,0.062,5.34,10,324
02-feb-15,23,19,8,719.5,0,79,0.088,5.39,4.8,319
02-feb-15,21,24,7,719.2,0,78,0.041,5.32,2.8,265
02-feb-15,10,18,10,719,0,79,0.004,5.43,0.9,116
02-feb-15,10,33,20,719.1,0,78,0,6.03,6.7,128
02-feb-15,30,28,11,719.2,0,74,0,6.09,9.1,103
02-feb-15,27,26,11,719.2,0,76,0,5.97,6.9,110
02-feb-15,25,24,12,718.8,0,80,0,5.75,8.2,114
02-feb-15,22,39,22,718.5,0,83,0,5.62,5.7,146
03-feb-15,18,39,22,718,0,84,0,5.67,4,233
03-feb-15,21,42,23,717.7,0,86,0,5.61,5,132
03-feb-15,24,38,17,717.5,0,89,0,5.28,5.3,155
03-feb-15,23,27,12,717.1,0,90,0,5.33,2.3,190
03-feb-15,24,25,6,716.7,0,91,0,5.3,2.7,145
03-feb-15,22,30,11,716.5,0,92,0,5.24,2.9,192
03-feb-15,14,14,5,717.1,0,92,0,5.27,6.3,264
03-feb-15,13,19,7,717.6,0,92,0.001,5.22,7.3,146
03-feb-15,9,22,11,718.4,0,90,0.011,5.37,4.5,198
03-feb-15,9,27,10,718.8,0,91,0.046,5.59,1.5,223
03-feb-15,8,24,11,719,0,91,0.066,5.97,5.8,134
03-feb-15,9,27,13,718.6,0,91,0.147,6.45,6.3,141
03-feb-15,10,42,24,717.8,0,88,0.181,7.16,7.2,124
03-feb-15,12,54,28,716.8,0,86,0.161,7.77,7.9,153
03-feb-15,9,56,34,716.4,0,87,0.06,7.8,3,203
03-feb-15,7,67,30,716,0,87,0.048,8.1,0.9,196
03-feb-15,6,63,39,716,0,87,0.03,8.18,0.9,189
03-feb-15,4,69,37,716.2,0,89,0.019,8.04,1.8,241
03-feb-15,3,58,38,716.8,0,90,0.005,8.13,4.2,320
03-feb-15,3,52,26,716.8,0,90,0.001,8.47,4.6,172
03-feb-15,3,52,29,717.3,0,91,0,8.22,3,156
03-feb-15,3,52,22,717.5,0,92,0,8.27,2,207
03-feb-15,3,46,28,717.2,0,93,0,8.11,3.7,144
03-feb-15,3,53,33,717,0,93,0.001,8.08,0.9,250
04-feb-15,3,75,34,716.4,0,94,0.001,8.38,0.9,182
04-feb-15,3,64,29,715.8,0,94,0,8.42,0.9,318
04-feb-15,3,51,26,715.5,0,93,0,8.59,0.9,320
04-feb-15,3,73,42,715.2,0,91,0,8.84,0.9,291
04-feb-15,6,86,33,715,0,87,0,9.39,3.2,292
04-feb-15,8,52,19,714.9,0,86,0,9.21,5,322
04-feb-15,4,41,11,714.9,0,87,0,8.57,2.3,291
04-feb-15,4,36,7,715.2,0,86,0.008,8.98,3.2,218
04-feb-15,4,40,23,715.3,0,86,0.118,10.16,3.3,124
04-feb-15,6,83,41,715.3,0,79,0.301,12.61,2.7,123
04-feb-15,11,99,40,715.1,0,68,0.468,16.06,6.1,133
04-feb-15,23,109,29,714.8,0,52,0.613,20.62,9.6,245
04-feb-15,29,44,9,713.2,0,32,0.732,23.67,15.3,298
04-feb-15,39,399,43,712.5,0,45,0.545,23.03,10.1,151
04-feb-15,38,116,29,712.4,0,45,0.388,23,12.1,142
04-feb-15,37,125,34,712.7,0,52,0.178,21.62,15.2,137
04-feb-15,29,127,39,713.5,0,63,0.007,19.71,12.6,133
04-feb-15,22,119,25,714.2,0,67,0,18.43,9,141
04-feb-15,3,115,36,714.6,0,78,0,16.28,8.7,156
04-feb-15,2,156,51,715.1,0,83,0,14.8,4.6,281
04-feb-15,2,263,61,715.7,0,86,0,13.86,5.7,314
04-feb-15,2,265,66,716.3,0,88,0,12.79,3,301
05-feb-15,2,247,65,716.5,0,89,0,12.45,4.2,269
05-feb-15,2,260,51,716.4,0,89,0,12.3,6.2,307
05-feb-15,2,172,47,716.2,0,90,0,10.94,3,218
05-feb-15,3,152,28,716.1,0,76,0,12.53,6.2,292
05-feb-15,3,107,17,716.2,0,77,0,11.73,4,245
05-feb-15,2,100,30,716.6,0,82,0,10.87,4.2,246
05-feb-15,2,167,24,717.9,0,82,0,11.55,4.7,176
05-feb-15,5,110,33,719,0,86,0.009,11.52,7.8,228
05-feb-15,12,79,9,721.7,0,83,0.093,12.29,8.6,99
05-feb-15,12,55,5,721.7,0,83,0.102,12.28,7.8,173
05-feb-15,13,63,6,720.1,0,76,0.129,14.34,5,124
05-feb-15,16,60,8,719.7,0,75,0.125,13.79,6.5,145
05-feb-15,2,61,11,720.5,0,84,0,11.41,6.4,271
05-feb-15,2,118,22,721.2,0,89,0,10.38,4.6,228
05-feb-15,3,65,16,721.6,0,91,0,9.99,5.9,210
05-feb-15,2,33,13,721.7,0,93,0,9.61,4.4,274
05-feb-15,9,38,16,721.5,0,92,0,9.92,5.6,161
06-feb-15,15,45,15,721.3,0,90,0,9.98,6.3,114
06-feb-15,14,40,9,721.2,0,89,0,9.94,5.2,145
06-feb-15,11,29,11,721.1,0,90,0,9.9,4.6,169
06-feb-15,12,37,8,720.9,0,90,0,9.81,7.8,153
06-feb-15,10,33,10,720.7,0,92,0,9.59,7.2,145
06-feb-15,5,40,13,720.7,0,92,0,9.64,4.6,143
06-feb-15,3,46,12,721,0,91,0,9.69,4.7,151
06-feb-15,2,47,7,721.2,0,91,0.003,9.63,5.8,146
06-feb-15,3,55,9,721.7,0,89,0.021,9.93,6.2,143
06-feb-15,4,63,12,722,0,87,0.054,10.1,4.8,108
06-feb-15,7,77,18,722,0,83,0.102,10.74,4.4,92
06-feb-15,8,60,16,721.8,0,80,0.146,11.56,3.9,99
06-feb-15,11,67,19,721.2,0,78,0.209,12.08,4.9,96
06-feb-15,12,75,26,720.4,0,77,0.225,12.5,5.2,127
06-feb-15,12,96,41,719.8,0,78,0.26,12.28,8.3,129
06-feb-15,12,132,42,719.4,0,77,0.206,12.58,7.9,118
06-feb-15,12,131,50,719.3,0,78,0.137,12.42,7.5,119
06-feb-15,8,118,47,719.2,0,79,0.042,12.17,7.1,98
06-feb-15,3,115,33,719.1,0,81,0.004,11.84,7.1,106
06-feb-15,2,101,26,719.3,0,84,0,11.49,4.2,96
06-feb-15,2,94,35,719.5,0,84,0,11.46,3.6,99
06-feb-15,2,83,24,719.3,0,84,0,11.24,4.7,116
06-feb-15,2,77,30,719.2,0,85,0,10.99,4.2,101
07-feb-15,2,80,28,718.7,0,85,0,10.82,2.9,99
07-feb-15,2,82,29,718.3,0,85,0,10.65,4.5,50
07-feb-15,2,61,23,717.8,0,85,0,10.57,2.8,73
07-feb-15,2,62,28,717.1,0,85,0,10.5,2.1,147
07-feb-15,2,71,34,716.8,0,85,0,10.43,1.5,184
07-feb-15,2,96,34,716.7,0,86,0,10.17,5.9,264
07-feb-15,2,110,55,716.7,0,86,0,10.02,3.1,204
07-feb-15,2,155,70,716.8,0,86,0.007,9.93,4.3,284
07-feb-15,3,187,78,717,0,87,0.072,10.02,2.1,127
07-feb-15,6,164,58,717.2,0,80,0.25,12.89,2.2,110
07-feb-15,11,192,55,717.1,0,70,0.457,16.7,3,173
07-feb-15,18,188,86,716.6,0,62,0.598,18.14,3.8,136
07-feb-15,29,252,92,715.8,0,56,0.672,18.89,5.3,140
07-feb-15,44,278,112,714.7,0,51,0.687,20.49,6.3,135
07-feb-15,45,318,94,713.8,0,46,0.647,21.61,10.6,140
07-feb-15,50,273,40,713.1,0,43,0.55,22.25,12.5,149
07-feb-15,51,170,6,712.8,0,40,0.39,23.19,11.2,151
07-feb-15,41,100,10,712.8,0,45,0.184,22.98,9.4,131
07-feb-15,23,107,42,713.3,0,55,0.009,20.93,7.7,130
07-feb-15,18,108,24,713.7,0,62,0,19.53,8.1,131
07-feb-15,4,82,32,714.1,0,66,0,17.7,4.2,307
07-feb-15,3,284,61,714.2,0,71,0,16.83,3.6,314
07-feb-15,3,281,57,714.2,0,75,0,16.05,5,320
07-feb-15,4,263,74,714.1,0,78,0,15.3,4.6,291
08-feb-15,2,482,87,713.7,0,80,0,14.46,6.1,318
08-feb-15,2,254,49,713.2,0,82,0,13.8,4.3,307
08-feb-15,2,198,39,712.8,0,81,0,13.44,6.4,303
08-feb-15,2,189,40,712.4,0,80,0,13.44,6,307
08-feb-15,3,132,46,712,0,76,0,14.31,7.1,297
08-feb-15,5,141,34,711.9,0,69,0,14.7,11,315
08-feb-15,6,113,32,712.2,0,68,0,13.94,12.1,294
08-feb-15,7,100,23,712.5,0,62,0.009,14.59,12.1,317
08-feb-15,12,110,8,712.7,0,51,0.14,16.44,13.8,322
08-feb-15,38,34,7,709.5,0,8,0.435,31.79,12.6,303
08-feb-15,10,28,26,710.1,0,17,0.008,28.51,5.2,237
08-feb-15,28,123,46,711,0,28,0,26.45,8.1,111
08-feb-15,16,144,37,711.9,0,38,0,24.29,6.7,257
08-feb-15,4,205,60,712.1,0,45,0,22.24,5.9,302
08-feb-15,3,373,69,712.3,0,47,0,21.47,9.2,329
08-feb-15,4,224,21,712.8,0,46,0,20.87,6,313
09-feb-15,3,161,52,713.3,0,54,0,18.37,1.4,136
09-feb-15,3,206,33,713.5,0,52,0,19.14,2.5,145
09-feb-15,3,172,41,713.5,0,53,0,18.54,6.4,256
09-feb-15,11,123,11,713.5,0,42,0,19.88,11.4,308
09-feb-15,10,167,10,714,0,44,0,19.22,9.5,313
09-feb-15,8,96,10,714.3,0,42,0,19.5,10.2,324
09-feb-15,3,89,15,715.1,0,48,0,17.47,6.7,204
09-feb-15,3,143,19,715.9,0,52,0.009,16.49,4.2,164
09-feb-15,5,257,23,716.6,0,49,0.127,19.68,2.7,145
09-feb-15,8,422,28,717.1,0,38,0.308,23.04,3,100
09-feb-15,17,206,21,717.3,0,34,0.482,24.45,4,208
09-feb-15,33,152,21,717.1,0,31,0.625,24.97,4.6,231
09-feb-15,44,72,7,716.7,0,28,0.714,26.09,6.2,134
09-feb-15,48,50,6,714.8,0,19,0.58,26.99,9.8,82
09-feb-15,45,44,15,714.4,0,21,0.203,26.28,16.2,97
09-feb-15,37,69,11,714.5,0,25,0.009,24.95,18,97
09-feb-15,28,80,12,714.8,0,30,0,23.48,14.5,106
09-feb-15,28,81,14,715.1,0,35,0,22.62,12.2,111
09-feb-15,34,69,5,715.3,0,38,0,22.2,12.4,114
09-feb-15,31,60,10,715.3,0,39,0,21.52,8.8,124
09-feb-15,10,53,21,715.3,0,42,0,20.21,3.8,152
10-feb-15,2,81,23,715.1,0,49,0,18.65,5,267
10-feb-15,2,144,27,714.7,0,54,0,16.95,1.2,313
10-feb-15,5,78,8,714.3,0,56,0,16.43,1.9,313
10-feb-15,11,61,15,713.9,0,57,0,15.96,0.9,320
10-feb-15,5,66,10,713.7,0,60,0,14.81,0.9,174
10-feb-15,3,89,23,713.7,0,64,0,14.26,2.5,183
10-feb-15,2,141,31,714,0,67,0,13.54,3.4,292
10-feb-15,3,208,37,714.3,0,66,0.01,13.78,2.8,323
10-feb-15,4,307,31,714.4,0,61,0.133,15.33,2.9,315
10-feb-15,11,281,26,714.6,0,52,0.314,19.52,1.7,223
10-feb-15,29,231,30,714.7,0,44,0.488,22.61,1,185
10-feb-15,45,157,25,714.4,0,39,0.62,23.46,3.6,245
10-feb-15,52,106,22,713.7,0,33,0.701,23.6,7.3,173
10-feb-15,59,85,18,712.8,0,32,0.715,23.8,10.2,98
10-feb-15,66,89,22,712.1,0,35,0.648,24.25,10.7,102
10-feb-15,61,98,21,711.4,0,36,0.551,24.76,13.4,97
10-feb-15,50,70,13,711,0,37,0.395,25.04,14.8,99
10-feb-15,43,68,14,711,0,36,0.198,24.56,18.1,101
10-feb-15,37,75,11,711.2,0,35,0.01,23.57,17.1,103
10-feb-15,26,74,9,711.6,0,36,0,22.82,13.4,117
10-feb-15,12,90,15,711.8,0,37,0,21.94,6.9,122
10-feb-15,27,111,9,711.7,0,37,0,21.17,7.7,125
10-feb-15,27,60,13,711.6,0,41,0,20.27,8.9,132
10-feb-15,4,59,20,711.4,0,48,0,18.51,5.9,304
11-feb-15,2,204,34,711.2,0,54,0,16.88,3.8,253
11-feb-15,3,162,36,710.9,0,59,0,15.1,7.4,303
11-feb-15,10,121,17,710.4,0,60,0,14.12,4.2,295
11-feb-15,13,66,16,710.2,0,61,0,13.49,6.3,319
11-feb-15,4,68,16,710.1,0,65,0,12.87,6.4,307
11-feb-15,3,76,28,710.3,0,66,0,12.79,6,319
11-feb-15,2,98,26,710.6,0,68,0,12.52,2,312
11-feb-15,3,214,36,711.1,0,66,0.011,12.76,1.6,265
11-feb-15,4,216,20,711.5,0,57,0.129,17.09,0.9,156
11-feb-15,9,219,26,711.7,0,50,0.295,20.03,1.4,196
11-feb-15,20,167,15,711.9,0,44,0.479,23.4,1.2,215
11-feb-15,36,122,28,711.7,0,40,0.609,23.97,4.1,204
11-feb-15,47,113,22,711.3,0,40,0.585,24.05,8.2,222
11-feb-15,51,113,26,710.8,0,41,0.704,24.33,12.3,133
11-feb-15,59,98,20,710.5,0,42,0.645,24.12,13,110
11-feb-15,57,109,20,710.4,0,40,0.538,24.83,10.1,115
11-feb-15,54,101,27,710.4,0,41,0.371,24.55,12,110
11-feb-15,67,95,32,710.6,0,45,0.161,23.92,11.5,108
11-feb-15,60,119,48,711.1,0,49,0.009,22.6,14.3,95
11-feb-15,22,125,32,711.8,0,57,0,21.25,13.7,77
11-feb-15,25,117,27,712.5,0,60,0,20.98,11.9,93
11-feb-15,20,83,20,713.2,0,61,0,20.4,6.5,156
11-feb-15,21,111,37,713.8,0,68,0,18.54,11.2,120
